Team 1,Team 2,Winner,Margin,Ground,Match Date,Year,Scorecard
b'Chargers',b'KKR',b'Chargers',b'6 wickets',b'Johannesburg',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392228.html'
b'Chargers',b'Kings XI',b'Kings XI',b'1 run',b'Johannesburg',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392229.html'
b'Daredevils',b'Royals',b'Daredevils',b'14 runs',b'Bloemfontein',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392230.html'
b'Super Kings',b'KKR',b'KKR',b'7 wickets',b'Centurion',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392231.html'
b'RCB',b'Daredevils',b'RCB',b'7 wickets',b'Johannesburg',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392232.html'
b'KKR',b'Royals',b'KKR',b'4 wickets',b'Durban',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392233.html'
b'Super Kings',b'Kings XI',b'Super Kings',b'24 runs',b'Durban',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392234.html'
b'Daredevils',b'Mum Indians',b'Daredevils',b'4 wickets',b'Centurion',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392235.html'
b'RCB',b'Chargers',b'RCB',b'12 runs',b'Centurion',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392236.html'
b'Daredevils',b'Chargers',b'Chargers',b'6 wickets',b'Centurion',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392237.html'
b'RCB',b'Super Kings',b'RCB',b'6 wickets',b'Johannesburg',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392238.html'
b'RCB',b'Chargers',b'Chargers',b'6 runs',b'Johannesburg',NA,NA,b'http://stats.espncricinfo.com/ipl2009/engine/match/392239.html'
b'RCB',b'KKR',b'KKR',b'140 runs',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/335982.html'
b'Kings XI',b'Super Kings',b'Super Kings',b'33 runs',b'Mohali',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/335983.html'
b'Daredevils',b'Royals',b'Daredevils',b'9 wickets',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/335984.html'
b'KKR',b'Chargers',b'KKR',b'5 wickets',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/335986.html'
b'Mum Indians',b'RCB',b'RCB',b'5 wickets',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/335985.html'
b'Royals',b'Kings XI',b'Royals',b'6 wickets',b'Jaipur',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/335987.html'
b'Chargers',b'Daredevils',b'Daredevils',b'9 wickets',b'Hyderabad (Deccan)',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/335988.html'
b'Super Kings',b'Mum Indians',b'Super Kings',b'6 runs',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/335989.html'
b'Chargers',b'Royals',b'Royals',b'3 wickets',b'Hyderabad (Deccan)',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/335990.html'
b'Kings XI',b'Mum Indians',b'Kings XI',b'66 runs',b'Mohali',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/335991.html'
b'Super Kings',b'KKR',b'Super Kings',b'9 wickets',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/335993.html'
b'RCB',b'Royals',b'Royals',b'7 wickets',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/335992.html'
b'Kings XI',b'Daredevils',b'Kings XI',b'4 wickets',b'Mohali',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/335995.html'
b'Mum Indians',b'Chargers',b'Chargers',b'10 wickets',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/335994.html'
b'RCB',b'Super Kings',b'Super Kings',b'13 runs',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/335996.html'
b'KKR',b'Mum Indians',b'Mum Indians',b'7 wickets',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/335997.html'
b'Daredevils',b'RCB',b'Daredevils',b'10 runs',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/335998.html'
b'Royals',b'KKR',b'Royals',b'45 runs',b'Jaipur',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336000.html'
b'Chargers',b'Kings XI',b'Kings XI',b'7 wickets',b'Hyderabad (Deccan)',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/335999.html'
b'Super Kings',b'Daredevils',b'Daredevils',b'8 wickets',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336001.html'
b'RCB',b'Chargers',b'RCB',b'3 runs',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336034.html'
b'Kings XI',b'KKR',b'Kings XI',b'9 runs',b'Mohali',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336003.html'
b'Mum Indians',b'Daredevils',b'Mum Indians',b'29 runs',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336004.html'
b'Royals',b'Super Kings',b'Royals',b'8 wickets',b'Jaipur',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336005.html'
b'RCB',b'Kings XI',b'Kings XI',b'6 wickets',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336006.html'
b'Super Kings',b'Chargers',b'Chargers',b'7 wickets',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336007.html'
b'Mum Indians',b'Royals',b'Mum Indians',b'7 wickets',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336008.html'
b'Daredevils',b'Super Kings',b'Super Kings',b'4 wickets',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336009.html'
b'KKR',b'RCB',b'KKR',b'5 runs',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336010.html'
b'Royals',b'Chargers',b'Royals',b'8 wickets',b'Jaipur',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336011.html'
b'Super Kings',b'Kings XI',b'Super Kings',b'18 runs',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336013.html'
b'Chargers',b'KKR',b'KKR',b'23 runs',b'Hyderabad (Deccan)',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336014.html'
b'Royals',b'Daredevils',b'Royals',b'3 wickets',b'Jaipur',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336015.html'
b'Kings XI',b'RCB',b'Kings XI',b'9 wickets',b'Mohali',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336016.html'
b'KKR',b'Daredevils',b'KKR',b'23 runs',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336017.html'
b'Mum Indians',b'Super Kings',b'Mum Indians',b'9 wickets',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336018.html'
b'Daredevils',b'Chargers',b'Daredevils',b'12 runs',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336020.html'
b'Mum Indians',b'KKR',b'Mum Indians',b'8 wickets',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336021.html'
b'Royals',b'RCB',b'Royals',b'65 runs',b'Jaipur',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336023.html'
b'Daredevils',b'Kings XI',b'Kings XI',b'6 runs',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336022.html'
b'KKR',b'Super Kings',b'Super Kings',b'3 runs',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336025.html'
b'Chargers',b'Mum Indians',b'Mum Indians',b'25 runs',b'Hyderabad (Deccan)',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336024.html'
b'RCB',b'Daredevils',b'Daredevils',b'5 wickets',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336026.html'
b'KKR',b'Royals',b'Royals',b'6 wickets',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336027.html'
b'Mum Indians',b'Kings XI',b'Kings XI',b'1 run',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336028.html'
b'Super Kings',b'RCB',b'RCB',b'14 runs',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336029.html'
b'Daredevils',b'KKR',b'abandoned',b'',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336030.html'
b'Kings XI',b'Chargers',b'Kings XI',b'6 wickets',b'Mohali',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336031.html'
b'Super Kings',b'Royals',b'Royals',b'10 runs',b'Chennai',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336033.html'
b'Daredevils',b'Mum Indians',b'Daredevils',b'5 wickets',b'Delhi',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336032.html'
b'Chargers',b'RCB',b'RCB',b'5 wickets',b'Hyderabad (Deccan)',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336002.html'
b'KKR',b'Kings XI',b'KKR',b'3 wickets',b'Kolkata',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336035.html'
b'Royals',b'Mum Indians',b'Royals',b'5 wickets',b'Jaipur',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336036.html'
b'Chargers',b'Super Kings',b'Super Kings',b'7 wickets',b'Hyderabad (Deccan)',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336037.html'
b'RCB',b'Mum Indians',b'Mum Indians',b'9 wickets',b'Bengaluru',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336012.html'
b'Kings XI',b'Royals',b'Kings XI',b'41 runs',b'Mohali',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336019.html'
b'Daredevils',b'Royals',b'Royals',b'105 runs',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336038.html'
b'Super Kings',b'Kings XI',b'Super Kings',b'9 wickets',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336039.html'
b'Super Kings',b'Royals',b'Royals',b'3 wickets',b'Mumbai',NA,NA,b'http://stats.espncricinfo.com/ipl/engine/match/336040.html'
